MongoDB shell version: 2.6.1
connecting to: test
connecting to: localhost:27018/logs
1, 
2, 26799
3, 19385
4, 17412
5, 25095
6, 27785
7, 26694
8, 20212
9, 29679
10, 29676
11, 27528
12, 22317
13, 21869
14, 21397
15, 22616
16, 23920
17, 19750
18, 20021
19, 21794
20, 21230
21, 20356
22, 25131
23, 27727
24, 18158
25, 23735
26, 19881
27, 20924
28, 24288
29, 20373
30, 23265
31, 17840
32, 25628
33, 22928
34, 22255
35, 25220
36, 23903
37, 29727
38, 27524
39, 24501
40, 22499
41, 26048
42, 24073
43, 25016
44, 22971
45, 22215
46, 19529
47, 25450
48, 32856
49, 25050
50, 22987
51, 21457
52, 25132
53, 20483
54, 21659
55, 28958
56, 21627
57, 19961
58, 27937
59, 21093
60, 33888
61, 28144
62, 30260
63, 23105
64, 24361
65, 35048
66, 32019
67, 27733
68, 33067
69, 24216
70, 19651
71, 17920
72, 17372
73, 17592
74, 21289
75, 21833
76, 17175
77, 23448
78, 25160
79, 16394
80, 24552
81, 27449
82, 20169
83, 15923
84, 17003
85, 26824
86, 21618
87, 38583
88, 21074
89, 25064
90, 23268
91, 27879
92, 29169
93, 19879
94, 22910
95, 27304
96, 18421
97, 24020
98, 20615
99, 21547
100, 25510
101, 26870
102, 23217
103, 20168
104, 26425
105, 22644
106, 25462
107, 23165
108, 17417
109, 21508
110, 24060
111, 29763
112, 26721
113, 22476
114, 20863
115, 27623
116, 20774
117, 20493
118, 27476
119, 19889
120, 20017
121, 23121
122, 23863
123, 22347
124, 16029
125, 22168
126, 28310
127, 24252
128, 31009
129, 24076
130, 21209
131, 26794
132, 22173
133, 30041
134, 24517
135, 25161
136, 19058
137, 33419
138, 36466
139, 32813
140, 23558
141, 21647
142, 25439
143, 26991
144, 28653
145, 22240
146, 17638
147, 27030
148, 29965
149, 32424
150, 27277
151, 27780
152, 22165
153, 28877
154, 19683
155, 26922
156, 31868
157, 44684
158, 28952
159, 23483
160, 28540
161, 23519
162, 27036
163, 26264
164, 21959
165, 27647
166, 32458
167, 30760
168, 30331
169, 24888
170, 28185
171, 25812
172, 24511
173, 21654
174, 25935
175, 24613
176, 24758
177, 23351
178, 30441
179, 24634
180, 26985
181, 25354
182, 31891
183, 37383
184, 40146
185, 30078
186, 27368
187, 29947
188, 20361
189, 26736
190, 25607
191, 23114
192, 33332
193, 23466
194, 31592
195, 23795
196, 37577
197, 31586
198, 30500
199, 25253
200, 22650
201, 22981
202, 23920
203, 27427
204, 24174
205, 25457
206, 24866
207, 21664
208, 26266
209, 24846
210, 19422
211, 23560
212, 28948
213, 33627
214, 26619
215, 24308
216, 26000
217, 24125
218, 24331
219, 20833
220, 25718
221, 30177
222, 25083
223, 23905
224, 21281
225, 25622
226, 23185
227, 32696
228, 24598
229, 23407
230, 23245
231, 21704
232, 29589
233, 20946
234, 23129
235, 27946
236, 28780
237, 30574
238, 22868
239, 21085
240, 28782
241, 35076
242, 36217
243, 26493
244, 25410
245, 27573
246, 25367
247, 27726
248, 26045
249, 19931
250, 32392
251, 20839
252, 27611
253, 24509
254, 31703
255, 21633
256, 24600
257, 23353
258, 30966
259, 29536
260, 31836
261, 35513
262, 30525
263, 21441
264, 21541
265, 29754
266, 33761
267, 28609
268, 28737
269, 26681
270, 41139
271, 33500
272, 19800
273, 30784
274, 35604
275, 29190
276, 30693
277, 29440
278, 28309
279, 28681
280, 35127
281, 31649
282, 24278
283, 26364
284, 24982
285, 23654
286, 24787
287, 21309
288, 25819
289, 26006
290, 22326
291, 29851
292, 23557
293, 25187
294, 28904
295, 23756
296, 27157
297, 31269
298, 24269
299, 27773
300, 24289
301, 23547
302, 28033
303, 24825
304, 26557
305, 25488
306, 17547
307, 29649
308, 40349
309, 28164
310, 30381
311, 19243
312, 29869
313, 25323
314, 27217
315, 23234
316, 24779
317, 23537
318, 27320
319, 25802
320, 25195
321, 24758
322, 29454
323, 25076
324, 25431
325, 28345
326, 40345
327, 23505
328, 22423
329, 26689
330, 36047
331, 35867
332, 26408
333, 35714
334, 33984
335, 25064
336, 25993
337, 22753
338, 28127
339, 24280
340, 28194
341, 28934
342, 27085
343, 28390
344, 20390
345, 26958
346, 22864
347, 23846
348, 26433
349, 31882
350, 24476
351, 20148
352, 23714
353, 27167
354, 27261
355, 23091
356, 35972
357, 25308
358, 27618
359, 37433
360, 24087
361, 19950
362, 27689
363, 22224
364, 25532
365, 26646
366, 25112
367, 21554
368, 26147
369, 25764
370, 23547
371, 27905
372, 28585
373, 36289
374, 25176
375, 28769
376, 23745
377, 28091
378, 21528
379, 24375
380, 28689
381, 28617
382, 25677
383, 23615
384, 21629
385, 30355
386, 23725
387, 28465
388, 20960
389, 27971
390, 24818
391, 27051
392, 26161
393, 23271
394, 30445
395, 25499
396, 31454
397, 25333
398, 25774
399, 22786
400, 30237
401, 24911
402, 24979
403, 25197
404, 33249
405, 32972
406, 32006
407, 22651
408, 28928
409, 25548
410, 30806
411, 23259
412, 22102
413, 22874
414, 28452
415, 26163
416, 23379
417, 22398
418, 29388
419, 30159
420, 41137
421, 28975
422, 26875
423, 27912
424, 22306
425, 25533
426, 23229
427, 23812
428, 23170
429, 26598
430, 28260
431, 25812
432, 21312
433, 22810
434, 27857
435, 23644
436, 40887
437, 25866
438, 24239
439, 27034
440, 24533
441, 24227
442, 31499
443, 29236
444, 23303
445, 25207
446, 22765
447, 25074
448, 24568
449, 23905
450, 24173
451, 28470
452, 24591
453, 24581
454, 27268
455, 23882
456, 23856
457, 21598
458, 24030
459, 23864
460, 27463
461, 27836
462, 22331
463, 24948
464, 29179
465, 25535
466, 21524
467, 33119
468, 32036
469, 27675
470, 30501
471, 28580
472, 38847
473, 23398
474, 20807
475, 27592
476, 36366
477, 31149
478, 27637
479, 23312
480, 24791
481, 25545
482, 32832
483, 46724
484, 26926
485, 25058
486, 27006
487, 24121
488, 25676
489, 22764
490, 25705
491, 26856
492, 24834
493, 21059
494, 27372
495, 28597
496, 32754
497, 31857
498, 20647
499, 26691
500, 23624
501, 23859
502, 23677
503, 30133
504, 27183
505, 23386
506, 28278
507, 27102
508, 31705
509, 33186
510, 28022
511, 26701
512, 25607
513, 28851
514, 23241
515, 27328
516, 30073
517, 24311
518, 25631
519, 26923
520, 37330
521, 28252
522, 23487
523, 24032
524, 24934
525, 25103
526, 29154
527, 24703
528, 22185
529, 26625
530, 29151
531, 31723
532, 25276
533, 25662
534, 18945
535, 28079
536, 27268
537, 25501
538, 16562
539, 27902
540, 26132
541, 26479
542, 25723
543, 21011
544, 22391
545, 24309
546, 24980
547, 27867
548, 28447
549, 25738
550, 28198
551, 26808
552, 27068
553, 21522
554, 27290
555, 25371
556, 32420
557, 36903
558, 30542
559, 23310
560, 30122
561, 25199
562, 29067
563, 25991
564, 26419
565, 22500
566, 22402
567, 28369
568, 28446
569, 26048
570, 26346
571, 24877
572, 22401
573, 25217
574, 33381
575, 34158
576, 28063
577, 30256
578, 29164
579, 22700
580, 25710
581, 21811
582, 27351
583, 17874
584, 27913
585, 22024
586, 26132
587, 25330
588, 25912
589, 24866
590, 27003
591, 24847
592, 25465
593, 28022
594, 27698
595, 30497
596, 29042
597, 31432
598, 27731
599, 25656
600, 27251
601, 23925
602, 28437
603, 25422
604, 24682
605, 26752
606, 27164
607, 22848
608, 23990
609, 17897
610, 28586
611, 27311
612, 28388
613, 18963
614, 29496
615, 29849
616, 35027
617, 27333
618, 27199
619, 32382
620, 36107
621, 26981
622, 21163
623, 26967
624, 26032
625, 23232
626, 19257
627, 32356
628, 27375
629, 25463
630, 26012
631, 22061
632, 25763
633, 27984
634, 34760
635, 32717
636, 26784
637, 29435
638, 30518
639, 28080
640, 21502
641, 24254
642, 26103
643, 33302
644, 24725
645, 25373
646, 25945
647, 30051
648, 24863
649, 26184
650, 20210
651, 25150
652, 30801
653, 24061
654, 22670
655, 19753
656, 28641
657, 28128
658, 28345
659, 28786
660, 28082
661, 27429
662, 27765
663, 21866
664, 27301
665, 29526
666, 27572
667, 19861
668, 26464
669, 31021
670, 26219
671, 24548
672, 26890
673, 29388
674, 22303
675, 27486
676, 33524
677, 23281
678, 23975
679, 22044
680, 28508
681, 33555
682, 36211
683, 32330
684, 28310
685, 28671
686, 22970
687, 25716
688, 22971
689, 27353
690, 25719
691, 24464
692, 24176
693, 24382
694, 24408
695, 25913
696, 30156
697, 21990
698, 25596
699, 26003
700, 36719
701, 45901
702, 26761
703, 31145
704, 25989
705, 30956
706, 33769
707, 31371
708, 23590
709, 28361
710, 30389
711, 23377
712, 26914
713, 31692
714, 26263
715, 33836
716, 23365
717, 46038
718, 29080
719, 26356
720, 32278
721, 27760
722, 28055
723, 27550
724, 27495
725, 19765
726, 29427
727, 42965
728, 26337
729, 31830
730, 22075
731, 27554
732, 27274
733, 27838
734, 25531
735, 27416
736, 32233
737, 23696
738, 23308
739, 23982
740, 38501
741, 32754
742, 30684
743, 27458
744, 29439
745, 27062
746, 24549
747, 25105
748, 29620
749, 29981
750, 23859
751, 31928
752, 25035
753, 24519
754, 21398
755, 25244
756, 27494
757, 20177
758, 28097
759, 29679
760, 31452
761, 33339
762, 22998
763, 25223
764, 24874
765, 23245
766, 23366
767, 24664
768, 17756
769, 25565
770, 25622
771, 24123
772, 30933
773, 26444
774, 33659
775, 34522
776, 28933
777, 29576
778, 23248
779, 24889
780, 27248
781, 26788
782, 27793
783, 22642
784, 29772
785, 43498
786, 32905
